customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01090,Female,1,No,Yes,31,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),58.95,1827.45,No
CUST01091,Male,0,Yes,Yes,27,No,No phone service,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,62.64,1691.28,No
CUST01092,Female,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,117.51,4465.38,No
CUST01093,Male,0,Yes,Yes,31,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Mailed check,86.44,2679.64,No
CUST01094,Female,0,Yes,Yes,17,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.14,1787.38,No
CUST01095,Female,0,Yes,Yes,69,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),42.16,2909.04,No
CUST01096,Female,0,No,No,10,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),51.71,517.1,Yes
CUST01097,Female,0,No,Yes,31,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),59.16,1833.96,No
CUST01098,Female,0,Yes,Yes,19,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),51.69,982.11,No
CUST01099,Male,0,No,Yes,39,No,No phone service,DSL,No,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,108.42,4228.38,No
CUST01100,Male,0,Yes,Yes,7,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.15,498.05,No
CUST01101,Female,0,Yes,No,34,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,115.36,3922.24,Yes
CUST01102,Female,0,Yes,No,68,Yes,No,No,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,52.13,3544.84,No
CUST01103,Male,0,Yes,Yes,20,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,23.72,474.4,Yes
CUST01104,Female,0,No,No,23,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.81,777.63,Yes
CUST01105,Female,0,Yes,Yes,16,No,No,DSL,No,Yes,No internet service,Yes,No,No internet service,One year,No,Mailed check,41.71,667.36,No
CUST01106,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),84.0,1428.0,No
CUST01107,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),38.11,419.21,No
CUST01108,Female,1,Yes,Yes,15,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,58.15,872.25,Yes
CUST01109,Male,1,No,No,3,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,99.54,298.62,Yes
CUST01110,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),32.48,1071.84,No
CUST01111,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,28.05,1262.25,No
CUST01112,Female,0,No,Yes,30,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),74.0,2220.0,No
CUST01113,Male,0,No,No,24,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,89.81,2155.44,No
CUST01114,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),111.1,2555.3,No
CUST01115,Male,0,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,86.2,5516.8,No
CUST01116,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,114.62,2750.88,Yes
CUST01117,Male,1,No,Yes,27,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,44.45,1200.15,No
CUST01118,Male,0,No,No,35,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,54.18,1896.3,Yes
CUST01119,Female,0,Yes,No,5,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,103.93,519.65,No
CUST01120,Female,0,Yes,No,65,No,Yes,No,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),101.11,6572.15,No
CUST01121,Male,0,No,No,66,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.49,5708.34,No
CUST01122,Male,0,No,Yes,71,No,No,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.6,5012.6,Yes
CUST01123,Male,1,No,Yes,47,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,21.77,1023.19,No
CUST01124,Female,0,No,No,69,No,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,48.04,3314.76,No
CUST01125,Female,0,Yes,Yes,66,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),35.83,2364.78,No
CUST01126,Female,0,Yes,No,47,No,No,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,25.12,1180.64,No
CUST01127,Female,1,Yes,No,64,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),97.61,6247.04,No
CUST01128,Female,0,Yes,Yes,43,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),33.13,1424.59,No
CUST01129,Female,0,No,Yes,62,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),55.74,3455.88,Yes
CUST01130,Female,0,Yes,Yes,45,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,117.75,5298.75,Yes
CUST01131,Female,0,No,No,18,No,Yes,No,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),60.92,1096.56,Yes
CUST01132,Female,0,Yes,Yes,63,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.15,2151.45,Yes
CUST01133,Male,0,Yes,Yes,70,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.98,6228.6,Yes
CUST01134,Male,0,Yes,Yes,49,No,No phone service,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,100.99,4948.51,Yes
CUST01135,Male,0,No,Yes,62,Yes,No,No,No,No,No,Yes,No,No,Two year,No,Mailed check,47.92,2971.04,No
CUST01136,Male,1,Yes,No,40,No,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,100.94,4037.6,Yes
CUST01137,Female,0,No,No,6,No,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.15,282.9,Yes
CUST01138,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,89.31,714.48,Yes
CUST01139,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,32.48,97.44,No
CUST01140,Female,0,No,No,48,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),62.78,3013.44,No
CUST01141,Male,1,Yes,No,5,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.05,360.25,No
CUST01142,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,No,Electronic check,92.53,1850.6,No
CUST01143,Male,0,Yes,Yes,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),85.0,1190.0,No
CUST01144,Female,0,No,No,66,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,105.33,6951.78,No
CUST01145,Female,0,No,No,65,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,38.43,2497.95,No
CUST01146,Male,0,Yes,No,55,No,Yes,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),86.12,4736.6,No
CUST01147,Female,0,Yes,No,67,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),32.78,2196.26,Yes
CUST01148,Male,0,Yes,Yes,31,No,No phone service,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),67.81,2102.11,No
CUST01149,Male,1,Yes,No,65,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,72.46,4709.9,No
CUST01150,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,22.73,636.44,No
CUST01151,Male,0,No,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),27.04,1757.6,Yes
CUST01152,Female,0,No,No,33,No,No phone service,No,No,No,No,No,No internet service,No,One year,Yes,Mailed check,103.93,3429.69,No
CUST01153,Female,0,No,No,26,No,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),48.68,1265.68,No
CUST01154,Female,0,Yes,No,59,No,No phone service,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,54.61,3221.99,No
CUST01155,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,84.04,3193.52,Yes
CUST01156,Female,0,Yes,No,43,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.07,1809.01,No
CUST01157,Male,0,No,No,35,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.29,1375.15,No
CUST01158,Female,0,Yes,No,18,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),62.15,1118.7,No
CUST01159,Female,1,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.9,1139.6,No
CUST01160,Female,0,Yes,Yes,20,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,No,Mailed check,111.7,2234.0,No
CUST01161,Male,0,Yes,No,22,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,114.01,2508.22,No
CUST01162,Female,0,Yes,Yes,26,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),64.82,1685.32,Yes
CUST01163,Female,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,40.92,2905.32,No
CUST01164,Male,0,Yes,Yes,18,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,67.06,1207.08,Yes
CUST01165,Female,0,No,No,40,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.99,1199.6,No
CUST01166,Male,0,No,Yes,25,No,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),59.78,1494.5,No
CUST01167,Female,0,Yes,No,27,No,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.37,738.99,Yes
CUST01168,Male,0,No,Yes,63,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,90.62,5709.06,No
CUST01169,Male,0,No,Yes,67,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,47.57,3187.19,No
CUST01170,Female,0,No,No,50,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.07,3603.5,No
CUST01171,Male,0,Yes,No,47,No,Yes,No,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),21.35,1003.45,No
CUST01172,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.46,652.14,Yes
CUST01173,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),20.33,772.54,No
CUST01174,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,112.52,2025.36,No
CUST01175,Male,0,No,Yes,63,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,70.12,4417.56,No
CUST01176,Male,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.01,540.18,Yes
CUST01177,Female,0,No,Yes,61,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),54.11,3300.71,No
CUST01178,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),24.61,295.32,No
CUST01179,Male,0,No,No,24,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,73.09,1754.16,No
CUST01180,Female,0,No,No,41,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),32.23,1321.43,No
CUST01181,Female,0,Yes,No,38,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),67.31,2557.78,No
CUST01182,Female,0,No,Yes,29,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,50.55,1465.95,No
CUST01183,Female,0,No,Yes,4,No,No,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,96.16,384.64,Yes
CUST01184,Female,0,No,Yes,17,No,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.23,1159.91,No
CUST01185,Female,0,Yes,No,20,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),104.82,2096.4,No
CUST01186,Female,1,No,Yes,49,No,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,No,Electronic check,114.13,5592.37,No
CUST01187,Male,0,No,Yes,5,No,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),116.95,584.75,Yes
CUST01188,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,46.02,2254.98,No
CUST01189,Female,0,No,Yes,65,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),96.76,6289.4,No
CUST01190,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.81,0.0,Yes
CUST01191,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.62,3506.72,No
CUST01192,Male,0,No,No,29,No,No phone service,DSL,No internet service,No,No,Yes,No,Yes,Two year,Yes,Mailed check,106.82,3097.78,No
CUST01193,Female,0,No,No,57,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),34.57,1970.49,No
CUST01194,Female,0,Yes,No,51,Yes,No,No,Yes,No,Yes,No,No internet service,No,Two year,No,Mailed check,67.78,3456.78,No
CUST01195,Male,0,No,No,36,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),79.29,2854.44,No
CUST01196,Female,1,No,No,47,No,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.61,1250.67,Yes
CUST01197,Male,0,Yes,No,0,No,No phone service,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),106.45,0.0,No
CUST01198,Male,1,Yes,No,18,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),51.43,925.74,Yes
CUST01199,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,85.68,3855.6,Yes
CUST01200,Male,0,Yes,Yes,66,No,No phone service,No,No,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),112.81,7445.46,No
CUST01201,Female,0,No,No,1,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),91.98,91.98,Yes
CUST01202,Female,0,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),108.6,5973.0,No
CUST01203,Female,1,No,Yes,16,No,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,26.95,431.2,No
CUST01204,Male,1,No,No,21,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.27,1454.67,No
CUST01205,Female,1,Yes,Yes,26,No,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),76.48,1988.48,No
CUST01206,Male,0,No,Yes,54,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),88.9,4800.6,No
CUST01207,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,31.69,982.39,No
CUST01208,Male,0,No,Yes,59,No,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,85.68,5055.12,Yes
CUST01209,Male,1,No,No,27,No,No phone service,No,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),34.6,934.2,No
CUST01210,Male,0,Yes,No,27,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),26.76,722.52,No
CUST01211,Female,0,No,Yes,24,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),66.93,1606.32,No
CUST01212,Female,0,Yes,Yes,25,No,No phone service,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.04,2001.0,No
CUST01213,Female,0,Yes,Yes,70,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,115.81,8106.7,Yes
CUST01214,Female,1,No,No,16,Yes,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),89.86,1437.76,Yes
CUST01215,Male,0,No,No,6,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),79.14,474.84,No
CUST01216,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.46,2280.3,Yes
CUST01217,Female,0,No,No,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.2,2217.6,Yes
CUST01218,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,80.73,1533.87,No
CUST01219,Male,0,No,Yes,37,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),42.29,1564.73,No
CUST01220,Male,0,No,Yes,57,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.66,5167.62,No
CUST01221,Female,0,No,Yes,15,No,No phone service,DSL,Yes,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),31.45,471.75,No
CUST01222,Male,1,No,Yes,50,No,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,53.96,2698.0,Yes
CUST01223,Male,0,No,Yes,26,No,No,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.31,2530.06,No
CUST01224,Male,0,Yes,Yes,50,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.1,5155.0,No
CUST01225,Female,1,No,Yes,15,No,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,54.52,817.8,No
CUST01226,Male,0,Yes,Yes,59,No,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,40.67,2399.53,No
CUST01227,Female,0,No,Yes,39,No,No,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,115.82,4516.98,No
CUST01228,Female,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),96.11,6343.26,No
CUST01229,Male,0,No,No,1,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No internet service,Two year,No,Credit card (automatic),100.71,100.71,No
CUST01230,Male,0,Yes,No,47,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,42.28,1987.16,No
CUST01231,Female,1,No,Yes,51,No,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),62.44,3184.44,No
CUST01232,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,26.82,616.86,No
CUST01233,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),30.94,30.94,Yes
CUST01234,Female,0,No,No,64,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,42.1,2694.4,No
CUST01235,Female,0,Yes,No,19,No,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),50.32,956.08,No
CUST01236,Male,0,No,No,33,Yes,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,119.72,3950.76,No
CUST01237,Female,0,No,No,40,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,62.21,2488.4,No
CUST01238,Male,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.79,3591.6,Yes
CUST01239,Male,0,No,Yes,22,No,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),110.44,2429.68,No
CUST01240,Male,1,No,No,37,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,44.61,1650.57,Yes
CUST01241,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),34.47,1482.21,Yes
CUST01242,Male,0,Yes,Yes,66,Yes,No,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,44.33,2925.78,No
CUST01243,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),108.24,6602.64,Yes
CUST01244,Male,0,Yes,No,11,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),86.57,952.27,No
CUST01245,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,65.13,1888.77,No
CUST01246,Female,0,Yes,No,64,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,102.03,6529.92,Yes
CUST01247,Female,0,No,No,40,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),43.67,1746.8,Yes
CUST01248,Female,0,Yes,Yes,19,No,No,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,43.92,834.48,No
CUST01249,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,76.72,383.6,Yes
CUST01250,Male,1,No,No,3,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,99.01,297.03,No
CUST01251,Female,1,No,Yes,9,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,45.96,413.64,Yes
CUST01252,Female,0,Yes,No,50,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),41.0,2050.0,No
CUST01253,Female,0,Yes,No,37,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,67.4,2493.8,No
CUST01254,Male,0,No,No,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),33.42,0.0,No
CUST01255,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),94.78,663.46,No
CUST01256,Female,0,Yes,No,62,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Mailed check,77.73,4819.26,No
CUST01257,Male,0,No,No,32,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,71.25,2280.0,No
CUST01258,Female,0,Yes,No,14,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,107.23,1501.22,No
CUST01259,Male,0,No,No,30,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.26,2797.8,No
CUST01260,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,34.93,698.6,Yes
CUST01261,Male,0,No,Yes,2,No,No,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),62.04,124.08,Yes
CUST01262,Male,0,No,No,65,No,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),52.13,3388.45,No
CUST01263,Male,0,No,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),100.21,3407.14,No
